Date,Open,High,Low,Close,Adj Close,Volume
2017-09-06,246.839996,247.279999,246.229996,246.899994,237.667053,57916900
2017-09-07,247.250000,247.270004,246.399994,246.869995,237.638229,58034700
2017-09-08,246.539993,247.110001,246.300003,246.580002,237.359055,63832800
2017-09-11,248.039993,249.300003,248.020004,249.210007,239.890701,71364800
2017-09-12,249.630005,250.089996,249.419998,250.050003,240.699280,56896000
2017-09-13,249.720001,250.210007,249.589996,250.169998,240.814804,59228000
2017-09-14,249.800003,250.320007,249.600006,250.089996,240.737793,95446300
2017-09-15,248.690002,249.289993,248.570007,249.190002,241.061890,95432400
2017-09-18,249.610001,250.119995,249.279999,249.720001,241.574600,46235200
2017-09-19,250.000000,250.070007,249.600006,249.970001,241.816437,47108100
2017-09-20,250.070007,250.190002,248.919998,250.059998,241.903488,59574100
2017-09-21,249.880005,249.979996,249.190002,249.389999,241.255356,48211400
2017-09-22,249.050003,249.630005,249.020004,249.440002,241.303711,51214000
2017-09-25,249.149994,249.550003,248.080002,248.929993,240.810349,57064400
2017-09-26,249.419998,249.699997,248.809998,249.080002,240.955475,54082000
2017-09-27,249.880005,250.490005,248.869995,250.050003,241.893814,81001400
2017-09-28,249.729996,250.440002,249.630005,250.350006,242.184036,44778800
2017-09-29,250.339996,251.320007,250.130005,251.229996,243.035339,85578000
2017-10-02,251.490005,252.320007,251.289993,252.320007,244.089783,59023000
2017-10-03,252.320007,252.889999,252.229996,252.860001,244.612167,66810200
2017-10-04,252.690002,253.440002,252.559998,253.160004,244.902390,55953600
2017-10-05,253.539993,254.679993,253.199997,254.660004,246.353455,63522800
2017-10-06,254.149994,254.699997,253.850006,254.369995,246.072891,80646000
2017-10-09,254.630005,254.699997,253.649994,253.949997,245.666611,35803100
2017-10-10,254.600006,255.050003,253.979996,254.619995,246.314743,43057400
2017-10-11,254.509995,255.020004,254.320007,255.020004,246.701721,47674300
2017-10-12,254.660004,255.059998,254.369995,254.639999,246.334091,47065100
2017-10-13,255.139999,255.270004,254.639999,254.949997,246.634003,54800400
2017-10-16,255.210007,255.509995,254.820007,255.289993,246.962875,38221700
2017-10-17,255.229996,255.520004,254.979996,255.470001,247.137039,31561000
2017-10-18,255.899994,255.949997,255.500000,255.720001,247.378891,40888300
2017-10-19,254.830002,255.830002,254.350006,255.789993,247.446594,61903800
2017-10-20,256.700012,257.140015,255.770004,257.109985,248.723526,89176400
2017-10-23,257.480011,257.510010,256.019989,256.109985,247.756119,63915300
2017-10-24,256.600006,256.829987,256.149994,256.559998,248.191483,66935900
2017-10-25,256.179993,256.309998,254.000000,255.289993,246.962875,103715300
2017-10-26,255.990005,256.299988,255.479996,255.619995,247.282135,69798000
2017-10-27,256.470001,257.890015,255.630005,257.709991,249.303955,85562500
2017-10-30,256.470001,257.600006,256.410004,256.750000,248.375290,54285700
2017-10-31,257.179993,257.440002,256.809998,257.149994,248.762222,60304800
2017-11-01,258.040009,258.429993,257.070007,257.489990,249.091110,54202700
2017-11-02,257.410004,257.750000,256.190002,257.589996,249.187881,56449500
2017-11-03,257.769989,258.500000,257.299988,258.450012,250.019852,59589700
2017-11-06,258.299988,259.000000,258.220001,258.850006,250.406799,46831700
2017-11-07,258.970001,259.350006,258.089996,258.670013,250.232666,57502200
2017-11-08,258.470001,259.220001,258.149994,259.109985,250.658264,50469600
2017-11-09,257.730011,258.390015,256.359985,258.170013,249.748978,95085500
2017-11-10,257.730011,258.290009,257.369995,258.089996,249.671555,59984700
2017-11-13,257.309998,258.589996,257.269989,258.329987,249.903748,50228600
2017-11-14,257.410004,257.850006,256.519989,257.730011,249.323318,61315200
2017-11-15,256.619995,257.220001,255.630005,256.440002,248.075409,80811500
2017-11-16,257.519989,259.040009,257.470001,258.619995,250.184280,67777000
2017-11-17,258.220001,258.589996,257.769989,257.859985,249.449066,75756800
2017-11-20,258.140015,258.519989,257.859985,258.299988,249.874710,48075500
2017-11-21,259.179993,260.200012,258.260010,259.989990,251.509583,69176800
2017-11-22,260.000000,260.149994,259.570007,259.760010,251.287140,45033400
2017-11-24,260.320007,260.480011,260.160004,260.359985,251.867538,27856500
2017-11-27,260.410004,260.750000,260.000000,260.230011,251.741760,52274900
2017-11-28,260.760010,262.899994,260.649994,262.869995,254.295670,98971700
2017-11-29,263.019989,263.630005,262.200012,262.709991,254.140854,77512100
2017-11-30,263.760010,266.049988,263.670013,265.010010,256.365875,127894400
2017-12-01,264.760010,265.309998,260.760010,264.459991,255.833832,164390900
2017-12-04,266.309998,266.799988,264.079987,264.140015,255.524216,94040600
2017-12-05,263.190002,265.149994,263.040009,263.190002,254.605225,77994500
2017-12-06,263.299988,263.730011,262.709991,263.239990,254.653595,75898600
2017-12-07,264.070007,264.429993,262.940002,264.070007,255.456543,77218600
2017-12-08,265.160004,265.519989,264.029999,265.510010,256.849548,76563900
2017-12-11,266.309998,266.380005,265.480011,266.309998,257.623474,83077500
2017-12-12,267.209991,267.320007,266.350006,266.779999,258.078094,85195800
2017-12-13,267.059998,267.559998,266.649994,266.750000,258.049133,102905400
2017-12-14,267.089996,267.220001,265.600006,265.660004,256.994629,100666700
2017-12-15,265.450012,267.040009,265.390015,266.510010,259.134796,144610300
2017-12-18,268.100006,268.600006,267.980011,268.200012,260.777985,83653600
2017-12-19,268.480011,268.529999,267.089996,267.170013,259.776520,82382900
2017-12-20,268.269989,268.329987,266.690002,267.029999,259.640350,76751500
2017-12-21,267.739990,268.390015,267.299988,267.579987,260.175140,67032300
2017-12-22,267.600006,267.640015,266.899994,267.510010,260.107086,78720900
2017-12-26,267.049988,267.440002,266.890015,267.190002,259.795959,45244400
2017-12-27,267.380005,267.730011,267.010010,267.320007,259.922333,57751000
2017-12-28,267.890015,267.920013,267.450012,267.869995,260.457123,45116100
2017-12-29,268.529999,268.549988,266.640015,266.859985,259.475067,96007400
2018-01-02,267.839996,268.809998,267.399994,268.769989,261.332214,86655700
2018-01-03,268.959991,270.640015,268.959991,270.470001,262.985138,90070400
2018-01-04,271.200012,272.160004,270.540009,271.609985,264.093597,80636400
2018-01-05,272.510010,273.559998,271.950012,273.420013,265.853516,83524000
2018-01-08,273.309998,274.100006,272.980011,273.920013,266.339691,57319200
2018-01-09,274.399994,275.250000,274.079987,274.540009,266.942566,57254000
2018-01-10,273.679993,274.420013,272.920013,274.119995,266.534149,69574300
2018-01-11,274.750000,276.119995,274.559998,276.119995,268.478790,62361500
2018-01-12,276.420013,278.109985,276.079987,277.920013,270.229004,90816100
2018-01-16,279.350006,280.089996,276.179993,276.970001,269.305298,106555100
2018-01-17,278.029999,280.049988,276.970001,279.609985,271.872192,109354500
2018-01-18,279.480011,279.959991,278.579987,279.140015,271.415253,100728000
2018-01-19,279.799988,280.410004,279.140015,280.410004,272.650085,140920100
2018-01-22,280.170013,282.690002,280.109985,282.690002,274.866974,91322400
2018-01-23,282.739990,283.619995,282.369995,283.290009,275.450409,97084700
2018-01-24,284.019989,284.700012,281.839996,283.179993,275.343445,134816100
2018-01-25,284.160004,284.269989,282.399994,283.299988,275.460052,84587300
2018-01-26,284.250000,286.630005,283.959991,286.579987,278.649353,107743100
2018-01-29,285.929993,286.429993,284.500000,284.679993,276.801880,90118300
2018-01-30,282.600006,284.739990,281.220001,281.760010,273.962738,131796400
2018-01-31,282.730011,283.299988,280.679993,281.899994,274.098877,108364800
2018-02-01,281.070007,283.059998,280.679993,281.579987,273.787720,90102500
2018-02-02,280.079987,280.230011,275.410004,275.450012,267.827393,173174800
2018-02-05,273.450012,275.850006,263.309998,263.929993,256.626129,294681800
2018-02-06,259.940002,269.700012,258.700012,269.130005,261.682251,355026800
2018-02-07,268.500000,272.359985,267.579987,267.670013,260.262634,167376100
2018-02-08,268.010010,268.170013,257.589996,257.630005,250.500504,246449500
2018-02-09,260.799988,263.609985,252.919998,261.500000,254.263397,283565300
2018-02-12,263.829987,267.010010,261.660004,265.339996,257.997101,143736000
2018-02-13,263.970001,266.619995,263.309998,266.000000,258.638885,81223600
2018-02-14,264.309998,270.000000,264.299988,269.589996,262.129517,120735700
2018-02-15,271.570007,273.040009,268.769989,273.029999,265.474304,111200300
2018-02-16,272.320007,275.320007,272.269989,273.109985,265.552063,160420100
2018-02-20,272.029999,273.670013,270.500000,271.399994,263.889374,86369700
2018-02-21,271.899994,274.720001,269.940002,270.049988,262.576752,98883700
2018-02-22,271.100006,273.049988,269.640015,270.399994,262.917084,110511300
2018-02-23,271.790009,274.709991,271.250000,274.709991,267.107819,92766400
2018-02-26,275.929993,278.010010,275.260010,277.899994,270.209564,86491400
2018-02-27,278.109985,278.920013,274.359985,274.429993,266.835571,99099200
2018-02-28,275.679993,276.190002,271.290009,271.649994,264.132507,121907800
2018-03-01,271.410004,273.170013,266.000000,267.700012,260.291840,176855100
2018-03-02,265.799988,269.720001,264.820007,269.079987,261.633636,139083200
2018-03-05,267.730011,272.890015,267.609985,272.190002,264.657562,97307400
2018-03-06,273.299988,273.390015,271.179993,272.880005,265.328491,79213200
2018-03-07,270.420013,273.179993,270.200012,272.779999,265.231262,87063500
2018-03-08,273.549988,274.239990,272.420013,274.100006,266.514740,66901200
2018-03-09,275.700012,278.869995,275.339996,278.869995,271.152710,113625300
2018-03-12,279.200012,279.910004,278.079987,278.519989,270.812408,71924800
2018-03-13,279.839996,280.410004,276.029999,276.720001,269.062225,91968900
2018-03-14,277.809998,278.019989,274.670013,275.299988,267.681488,105895100
2018-03-15,275.880005,276.609985,274.429993,275.000000,267.389771,83433000
2018-03-16,274.500000,275.390015,274.140015,274.200012,267.679779,100343700
2018-03-19,273.350006,274.399994,268.619995,270.489990,264.057922,109208400
2018-03-20,270.940002,271.670013,270.179993,270.950012,264.507050,59757300
2018-03-21,270.899994,273.269989,270.190002,270.429993,263.999420,78709600
2018-03-22,267.910004,268.869995,263.359985,263.670013,257.400146,148785900
2018-03-23,264.170013,264.540009,257.829987,258.049988,251.913773,183534800
2018-03-26,262.130005,265.429993,259.410004,265.109985,258.805908,141956100
2018-03-27,266.170013,266.769989,258.839996,260.600006,254.403152,129941400
2018-03-28,260.750000,262.640015,258.579987,259.829987,253.651413,146452300
2018-03-29,261.119995,265.260010,259.839996,263.149994,256.892487,111601600
2018-04-02,262.549988,263.130005,254.669998,257.470001,251.347565,186286300
2018-04-03,258.869995,261.309998,256.839996,260.769989,254.569122,119956900
2018-04-04,256.750000,264.359985,256.600006,263.559998,257.292725,123715300
2018-04-05,265.549988,266.640015,264.320007,265.640015,259.323303,82652600
2018-04-06,263.420013,265.109985,258.000000,259.720001,253.544052,179521200
2018-04-09,261.369995,264.839996,259.940002,261.000000,254.793640,105442900
2018-04-10,264.269989,266.040009,262.980011,265.149994,258.844940,103529000
2018-04-11,263.470001,265.640015,263.390015,263.760010,257.488007,91140200
2018-04-12,265.260010,267.000000,265.059998,265.929993,259.606415,68890500
2018-04-13,267.410004,267.540009,264.010010,265.149994,258.844940,85079200
2018-04-16,267.000000,268.200012,266.070007,267.329987,260.973083,63405300
2018-04-17,269.329987,270.869995,268.750000,270.190002,263.765106,64682000
2018-04-18,270.690002,271.299988,269.869995,270.390015,263.960358,57303900
2018-04-19,269.649994,269.880005,267.720001,268.890015,262.496033,77655900
2018-04-20,268.809998,269.059998,265.609985,266.609985,260.270203,99953100
2018-04-23,267.260010,267.890015,265.350006,266.570007,260.231171,65558000
2018-04-24,267.730011,267.980011,261.279999,262.980011,256.726563,112885500
2018-04-25,262.910004,264.130005,260.850006,263.630005,257.361084,103840900
2018-04-26,264.790009,267.250000,264.290009,266.309998,259.977386,67731900
2018-04-27,267.000000,267.339996,265.500000,266.559998,260.221405,57053600
2018-04-30,267.260010,267.890015,264.429993,264.510010,258.220184,82182300
2018-05-01,263.869995,265.100006,262.109985,264.980011,258.679016,74203400
